date_updated,state,start_date,legend,curr_date,month,end_date,tot_cases,new_cases,abs_new_cases,tot_deaths,new_deaths,abs_new_deaths,new_historic_cases,new_historic_deaths,state_full,region,abbreviaton_map,states_map,Region_map,region_cumulative_cases,region_new_cases_per_week,region_cumulative_deaths,region_deaths_per_week
1/20/2022,MO,1/13/2022,"Jan 13, 2022",13-Jan-22,22-Jan,1/19/2022,1223177,84285,3822,18156,512,78,0,0,Missouri,Midwest,,,,13584381,700776,180860,4571
1/27/2022,MO,1/20/2022,"Jan 20, 2022",20-Jan-22,22-Jan,1/26/2022,1296011,72834,11451,18663,507,5,0,0,Missouri,Midwest,,,,14706079,947108,185533,4673
2/3/2022,MO,1/27/2022,"Jan 27, 2022",27-Jan-22,22-Feb,2/2/2022,1340437,44426,28408,19100,437,70,0,0,Missouri,Midwest,,,,15537979,1121698,190255,4722
2/10/2022,MO,2/3/2022,"Feb 3, 2022",3-Feb-22,22-Feb,2/9/2022,1365469,25032,19394,19523,423,14,0,0,Missouri,Midwest,,,,16037092,831900,194374,4119
2/17/2022,MO,2/10/2022,"Feb 10, 2022",10-Feb-22,22-Feb,2/16/2022,1379067,13598,11434,19831,308,115,0,0,Missouri,Midwest,,,,16276611,499113,197631,3257
2/24/2022,MO,2/17/2022,"Feb 17, 2022",17-Feb-22,22-Feb,2/23/2022,1386752,7685,5913,20079,248,60,0,0,Missouri,Midwest,,,,16431700,239519,200552,2921
3/3/2022,MO,2/24/2022,"Feb 24, 2022",24-Feb-22,22-Mar,3/2/2022,1392119,5367,2318,20233,154,94,0,0,Missouri,Midwest,,,,16515745,155089,202731,2179
3/10/2022,MO,3/3/2022,"Mar 3, 2022",3-Mar-22,22-Mar,3/9/2022,1396107,3988,1379,20336,103,51,0,0,Missouri,Midwest,,,,16580809,84045,204665,1934
3/17/2022,MO,3/10/2022,"Mar 10, 2022",10-Mar-22,22-Mar,3/16/2022,1399330,3223,765,20423,87,16,0,0,Missouri,Midwest,,,,16620431,65064,206054,1389
3/24/2022,MO,3/17/2022,"Mar 17, 2022",17-Mar-22,22-Mar,3/23/2022,1402154,2824,399,20478,55,32,0,0,Missouri,Midwest,,,,16650406,39622,207171,1117
3/31/2022,MO,3/24/2022,"Mar 24, 2022",24-Mar-22,22-Mar,3/30/2022,1405248,3094,270,20530,52,3,0,0,Missouri,Midwest,,,,16678934,29975,208260,1089
4/7/2022,MO,3/31/2022,"Mar 31, 2022",31-Mar-22,22-Apr,4/6/2022,1408749,3501,407,20573,43,9,0,0,Missouri,Midwest,,,,16708176,28528,209137,877
4/14/2022,MO,4/7/2022,"Apr 7, 2022",7-Apr-22,22-Apr,4/13/2022,1411293,2544,957,20599,26,17,0,0,Missouri,Midwest,,,,16739877,29242,209876,739
4/21/2022,MO,4/14/2022,"Apr 14, 2022",14-Apr-22,22-Apr,4/20/2022,1414578,3285,741,20624,25,1,0,0,Missouri,Midwest,,,,16779244,31701,210414,538
4/28/2022,MO,4/21/2022,"Apr 21, 2022",21-Apr-22,22-Apr,4/27/2022,1419080,4502,1217,20651,27,2,0,0,Missouri,Midwest,,,,16832299,39367,210784,370
5/5/2022,MO,4/28/2022,"Apr 28, 2022",28-Apr-22,22-May,5/4/2022,1423852,4772,270,20667,16,11,0,0,Missouri,Midwest,,,,16905344,53055,211198,414
5/12/2022,MO,5/5/2022,"May 5, 2022",5-May-22,22-May,5/11/2022,1430235,6383,1611,20693,26,10,0,0,Missouri,Midwest,,,,16998432,73045,211523,325
5/19/2022,MO,5/12/2022,"May 12, 2022",12-May-22,22-May,5/18/2022,1437967,7732,1349,20710,17,9,0,0,Missouri,Midwest,,,,17124280,93088,211950,427
5/26/2022,MO,5/19/2022,"May 19, 2022",19-May-22,22-May,5/25/2022,1445982,8015,283,20728,18,1,0,0,Missouri,Midwest,,,,17269842,125848,212366,416
6/2/2022,MO,5/26/2022,"May 26, 2022",26-May-22,22-Jun,6/1/2022,1455651,9669,1654,20748,20,2,0,0,Missouri,Midwest,,,,17407277,145562,212888,522
6/9/2022,MO,6/2/2022,"Jun 2, 2022",2-Jun-22,22-Jun,6/8/2022,1466876,11225,1556,20778,30,10,0,0,Missouri,Midwest,,,,17528555,137435,213171,283
6/16/2022,MO,6/9/2022,"Jun 9, 2022",9-Jun-22,22-Jun,6/15/2022,1477847,10971,254,20798,20,10,0,0,Missouri,Midwest,,,,17663946,121278,213650,479
6/23/2022,MO,6/16/2022,"Jun 16, 2022",16-Jun-22,22-Jun,6/22/2022,1489475,11628,657,20827,29,9,0,0,Missouri,Midwest,,,,17779841,135391,214015,365
6/30/2022,MO,6/23/2022,"Jun 23, 2022",23-Jun-22,22-Jun,6/29/2022,1503043,13568,1940,20869,42,13,0,0,Missouri,Midwest,,,,17884719,115895,214392,377
7/7/2022,MO,6/30/2022,"Jun 30, 2022",30-Jun-22,22-Jul,7/6/2022,1515823,12780,788,20918,49,7,0,0,Missouri,Midwest,,,,18004932,104878,215014,622
7/14/2022,MO,7/7/2022,"Jul 7, 2022",7-Jul-22,22-Jul,7/13/2022,1531138,15315,2535,20945,27,22,0,0,Missouri,Midwest,,,,18117087,120213,215365,351
7/21/2022,MO,7/14/2022,"Jul 14, 2022",14-Jul-22,22-Jul,7/20/2022,1545615,14477,838,21020,75,48,0,0,Missouri,Midwest,,,,18256127,112155,215856,491
7/28/2022,MO,7/21/2022,"Jul 21, 2022",21-Jul-22,22-Jul,7/27/2022,1560462,14847,370,21092,72,3,0,0,Missouri,Midwest,,,,18396959,139040,216354,498
8/4/2022,MO,7/28/2022,"Jul 28, 2022",28-Jul-22,22-Aug,8/3/2022,1573038,12576,2271,21163,71,1,0,0,Missouri,Midwest,,,,18552920,140832,216858,504
8/11/2022,MO,8/4/2022,"Aug 4, 2022",4-Aug-22,22-Aug,8/10/2022,1584655,11617,959,21229,66,5,0,0,Missouri,Midwest,,,,18706914,155961,217363,505
8/18/2022,MO,8/11/2022,"Aug 11, 2022",11-Aug-22,22-Aug,8/17/2022,1595414,10759,858,21300,71,5,0,0,Missouri,Midwest,,,,18847586,153994,217996,633
8/25/2022,MO,8/18/2022,"Aug 18, 2022",18-Aug-22,22-Aug,8/24/2022,1604409,8995,1764,21359,59,12,0,0,Missouri,Midwest,,,,18983474,140672,218541,545
9/1/2022,MO,8/25/2022,"Aug 25, 2022",25-Aug-22,22-Sep,8/31/2022,1614232,9823,828,21420,61,2,0,0,Missouri,Midwest,,,,19113092,135888,219105,564
9/8/2022,MO,9/1/2022,"Sep 1, 2022",1-Sep-22,22-Sep,9/7/2022,1623707,9475,348,21465,45,16,0,0,Missouri,Midwest,,,,19239851,129618,219743,638
9/15/2022,MO,9/8/2022,"Sep 8, 2022",8-Sep-22,22-Sep,9/14/2022,1633317,9610,135,21515,50,5,0,0,Missouri,Midwest,,,,19348702,126759,220211,468
9/22/2022,MO,9/15/2022,"Sep 15, 2022",15-Sep-22,22-Sep,9/21/2022,1641049,7732,1878,21570,55,5,0,0,Missouri,Midwest,,,,19452445,108851,220897,686
9/29/2022,MO,9/22/2022,"Sep 22, 2022",22-Sep-22,22-Sep,9/28/2022,1646898,5849,1883,21628,58,3,0,0,Missouri,Midwest,,,,19542726,103743,221608,711
10/6/2022,MO,9/29/2022,"Sep 29, 2022",29-Sep-22,22-Oct,10/5/2022,1651823,4925,924,21685,57,1,0,0,Missouri,Midwest,,,,19617215,90281,222671,594
10/13/2022,MO,10/6/2022,"Oct 6, 2022",6-Oct-22,22-Oct,10/12/2022,1656548,4725,200,21713,28,29,0,0,Missouri,Midwest,,,,19681099,74489,223199,528
10/20/2022,MO,10/13/2022,"Oct 13, 2022",13-Oct-22,22-Oct,10/19/2022,1661181,4633,92,21754,41,13,0,0,Missouri,Midwest,,,,19738826,63884,223674,475
10/27/2022,MO,10/20/2022,"Oct 20, 2022",20-Oct-22,22-Oct,10/26/2022,1666306,5125,492,21802,48,7,0,0,Missouri,Midwest,,,,19799906,57727,224311,637
11/3/2022,MO,10/27/2022,"Oct 27, 2022",27-Oct-22,22-Nov,11/2/2022,1671248,4942,183,21839,37,11,0,0,Missouri,Midwest,,,,19866869,61080,224843,532
11/10/2022,MO,11/3/2022,"Nov 3, 2022",3-Nov-22,22-Nov,11/9/2022,1676169,4921,21,21878,39,2,0,0,Missouri,Midwest,,,,19933644,66963,225413,569
11/17/2022,MO,11/10/2022,"Nov 10, 2022",10-Nov-22,22-Nov,11/16/2022,1680793,4624,297,21914,36,3,0,0,Missouri,Midwest,,,,20001099,66775,225969,556
11/24/2022,MO,11/17/2022,"Nov 17, 2022",17-Nov-22,22-Nov,11/23/2022,1686461,5668,1044,21966,52,16,0,0,Missouri,Midwest,,,,20067738,67455,226521,552
12/1/2022,MO,11/24/2022,"Nov 24, 2022",24-Nov-22,22-Dec,11/30/2022,1693076,6615,947,22011,45,7,0,0,Missouri,Midwest,,,,20144319,66639,227350,829
12/8/2022,MO,12/1/2022,"Dec 1, 2022",1-Dec-22,22-Dec,12/7/2022,1700869,7793,1178,22061,50,5,0,0,Missouri,Midwest,,,,20205236,76581,227708,358
12/15/2022,MO,12/8/2022,"Dec 8, 2022",8-Dec-22,22-Dec,12/14/2022,1709240,8371,578,22129,68,18,0,0,Missouri,Midwest,,,,20303315,60917,228405,697
12/22/2022,MO,12/15/2022,"Dec 15, 2022",15-Dec-22,22-Dec,12/21/2022,1717286,8046,325,22199,70,2,0,0,Missouri,Midwest,,,,20400124,98079,229039,634
12/29/2022,MO,12/22/2022,"Dec 22, 2022",22-Dec-22,22-Dec,12/28/2022,1723473,6187,1859,22249,50,20,0,0,Missouri,Midwest,,,,20500149,96809,229705,666
1/5/2023,MO,12/29/2022,"Dec 29, 2022",29-Dec-22,23-Jan,1/4/2023,1730256,6783,596,22319,70,20,0,0,Missouri,Midwest,,,,20575695,100025,230241,536
1/12/2023,MO,1/5/2023,"Jan 5, 2023",5-Jan-23,23-Jan,1/11/2023,1735685,5429,1354,22380,61,9,0,0,Missouri,Midwest,,,,20650705,75546,230879,638
1/19/2023,MO,1/12/2023,"Jan 12, 2023",12-Jan-23,23-Jan,1/18/2023,1740104,4419,1010,22421,41,20,0,0,Missouri,Midwest,,,,20721891,75010,231821,942
1/26/2023,MO,1/19/2023,"Jan 19, 2023",19-Jan-23,23-Jan,1/25/2023,1744569,4465,46,22474,53,12,0,0,Missouri,Midwest,,,,20772962,71186,232529,708
2/2/2023,MO,1/26/2023,"Jan 26, 2023",26-Jan-23,23-Feb,2/1/2023,1748273,3704,761,22522,48,5,0,0,Missouri,Midwest,,,,20822124,51071,233340,811
2/9/2023,MO,2/2/2023,"Feb 2, 2023",2-Feb-23,23-Feb,2/8/2023,1752292,4019,315,22559,37,11,0,0,Missouri,Midwest,,,,20869380,49162,234040,700
2/16/2023,MO,2/9/2023,"Feb 9, 2023",9-Feb-23,23-Feb,2/15/2023,1756266,3974,45,22591,32,5,0,0,Missouri,Midwest,,,,20917263,47256,234610,570
2/23/2023,MO,2/16/2023,"Feb 16, 2023",16-Feb-23,23-Feb,2/22/2023,1760532,4266,292,22619,28,4,0,0,Missouri,Midwest,,,,20968765,47883,235105,495
3/2/2023,MO,2/23/2023,"Feb 23, 2023",23-Feb-23,23-Mar,3/1/2023,1764847,4315,49,22644,25,3,0,0,Missouri,Midwest,,,,21018627,51502,235526,421
3/9/2023,MO,3/2/2023,"Mar 2, 2023",2-Mar-23,23-Mar,3/8/2023,1768228,3381,934,22656,12,13,0,0,Missouri,Midwest,,,,21071452,49862,236038,512
3/16/2023,MO,3/9/2023,"Mar 9, 2023",9-Mar-23,23-Mar,3/15/2023,1771642,3414,33,22657,1,11,0,0,Missouri,Midwest,,,,21119162,52825,236427,389
3/23/2023,MO,3/16/2023,"Mar 16, 2023",16-Mar-23,23-Mar,3/22/2023,1774670,3028,386,22697,40,39,0,0,Missouri,Midwest,,,,21163438,47710,236820,393
3/30/2023,MO,3/23/2023,"Mar 23, 2023",23-Mar-23,23-Mar,3/29/2023,1777894,3224,196,22734,37,3,0,0,Missouri,Midwest,,,,21203983,44276,237266,446
4/6/2023,MO,3/30/2023,"Mar 30, 2023",30-Mar-23,23-Apr,4/5/2023,1780940,3046,178,22759,25,12,0,0,Missouri,Midwest,,,,21242875,40545,237738,472
4/13/2023,MO,4/6/2023,"Apr 6, 2023",6-Apr-23,23-Apr,4/12/2023,1783247,2307,739,22792,33,8,0,0,Missouri,Midwest,,,,21276103,38892,238096,358
4/20/2023,MO,4/13/2023,"Apr 13, 2023",13-Apr-23,23-Apr,4/19/2023,1785369,2122,185,22850,58,25,0,0,Missouri,Midwest,,,,21303849,33228,238428,332
4/27/2023,MO,4/20/2023,"Apr 20, 2023",20-Apr-23,23-Apr,4/26/2023,1787261,1892,230,22866,16,42,0,0,Missouri,Midwest,,,,21328968,27746,238786,358
5/4/2023,MO,4/27/2023,"Apr 27, 2023",27-Apr-23,23-May,5/3/2023,1789195,1934,42,22905,39,23,0,0,Missouri,Midwest,,,,21350016,25119,239149,319
5/11/2023,MO,5/4/2023,"May 4, 2023",4-May-23,23-May,5/10/2023,1790763,1568,366,22931,26,13,0,0,Missouri,Midwest,,,,21368018,21048,239444,295
1/23/2020,MP,1/16/2020,"Jan 16, 2020",16-Jan-20,20-Jan,1/22/2020,0,0,0,0,0,0,0,0, Northern Mariana Islands,Other,,,,21382037,18002,239676,232
1/30/2020,MP,1/23/2020,"Jan 23, 2020",23-Jan-20,20-Jan,1/29/2020,0,0,0,0,0,0,0,0, Northern Mariana Islands,Other,,,,0,14019,0,0
2/6/2020,MP,1/30/2020,"Jan 30, 2020",30-Jan-20,20-Feb,2/5/2020,0,0,0,0,0,0,0,0, Northern Mariana Islands,Other,,,,0,0,0,0
2/13/2020,MP,2/6/2020,"Feb 6, 2020",6-Feb-20,20-Feb,2/12/2020,0,0,0,0,0,0,0,0, Northern Mariana Islands,Other,,,,0,0,0,0
2/20/2020,MP,2/13/2020,"Feb 13, 2020",13-Feb-20,20-Feb,2/19/2020,0,0,0,0,0,0,0,0, Northern Mariana Islands,Other,,,,0,0,0,0
2/27/2020,MP,2/20/2020,"Feb 20, 2020",20-Feb-20,20-Feb,2/26/2020,0,0,0,0,0,0,0,0, Northern Mariana Islands,Other,,,,0,0,0,0
3/5/2020,MP,2/27/2020,"Feb 27, 2020",27-Feb-20,20-Mar,3/4/2020,0,0,0,0,0,0,0,0, Northern Mariana Islands,Other,,,,0,0,0,0
3/12/2020,MP,3/5/2020,"Mar 5, 2020",5-Mar-20,20-Mar,3/11/2020,0,0,0,0,0,0,0,0, Northern Mariana Islands,Other,,,,0,0,0,0
3/19/2020,MP,3/12/2020,"Mar 12, 2020",12-Mar-20,20-Mar,3/18/2020,0,0,0,0,0,0,0,0, Northern Mariana Islands,Other,,,,0,0,0,0
3/26/2020,MP,3/19/2020,"Mar 19, 2020",19-Mar-20,20-Mar,3/25/2020,0,0,0,0,0,0,0,0, Northern Mariana Islands,Other,,,,12,0,0,0
4/2/2020,MP,3/26/2020,"Mar 26, 2020",26-Mar-20,20-Apr,4/1/2020,2,2,2,0,0,0,0,0, Northern Mariana Islands,Other,,,,105,12,3,3
4/9/2020,MP,4/2/2020,"Apr 2, 2020",2-Apr-20,20-Apr,4/8/2020,8,6,4,2,2,2,0,0, Northern Mariana Islands,Other,,,,395,93,14,11
4/16/2020,MP,4/9/2020,"Apr 9, 2020",9-Apr-20,20-Apr,4/15/2020,13,5,1,2,0,2,0,0, Northern Mariana Islands,Other,,,,794,290,31,17
4/23/2020,MP,4/16/2020,"Apr 16, 2020",16-Apr-20,20-Apr,4/22/2020,14,1,4,2,0,0,0,0, Northern Mariana Islands,Other,,,,1069,399,59,28
4/30/2020,MP,4/23/2020,"Apr 23, 2020",23-Apr-20,20-Apr,4/29/2020,14,0,1,2,0,0,0,0, Northern Mariana Islands,Other,,,,1074,275,74,15
5/7/2020,MP,4/30/2020,"Apr 30, 2020",30-Apr-20,20-May,5/6/2020,14,0,0,2,0,0,0,0, Northern Mariana Islands,Other,,,,1109,5,97,23
5/14/2020,MP,5/7/2020,"May 7, 2020",7-May-20,20-May,5/13/2020,19,5,5,2,0,0,0,0, Northern Mariana Islands,Other,,,,1226,35,110,13
5/21/2020,MP,5/14/2020,"May 14, 2020",14-May-20,20-May,5/20/2020,21,2,3,2,0,0,0,0, Northern Mariana Islands,Other,,,,1293,117,128,18
5/28/2020,MP,5/21/2020,"May 21, 2020",21-May-20,20-May,5/27/2020,22,1,1,2,0,0,0,0, Northern Mariana Islands,Other,,,,1442,67,138,10
6/4/2020,MP,5/28/2020,"May 28, 2020",28-May-20,20-Jun,6/3/2020,23,1,0,2,0,0,0,0, Northern Mariana Islands,Other,,,,1506,149,142,4
6/11/2020,MP,6/4/2020,"Jun 4, 2020",4-Jun-20,20-Jun,6/10/2020,30,7,6,2,0,0,0,0, Northern Mariana Islands,Other,,,,1564,64,153,11
6/18/2020,MP,6/11/2020,"Jun 11, 2020",11-Jun-20,20-Jun,6/17/2020,30,0,7,2,0,0,0,0, Northern Mariana Islands,Other,,,,1663,58,156,3
6/25/2020,MP,6/18/2020,"Jun 18, 2020",18-Jun-20,20-Jun,6/24/2020,30,0,0,2,0,0,0,0, Northern Mariana Islands,Other,,,,1766,99,160,4
7/2/2020,MP,6/25/2020,"Jun 25, 2020",25-Jun-20,20-Jul,7/1/2020,30,0,0,2,0,0,0,0, Northern Mariana Islands,Other,,,,1908,103,162,2
7/9/2020,MP,7/2/2020,"Jul 2, 2020",2-Jul-20,20-Jul,7/8/2020,31,1,1,2,0,0,0,0, Northern Mariana Islands,Other,,,,2116,142,166,4
7/16/2020,MP,7/9/2020,"Jul 9, 2020",9-Jul-20,20-Jul,7/15/2020,36,5,4,2,0,0,0,0, Northern Mariana Islands,Other,,,,2631,208,172,6
7/23/2020,MP,7/16/2020,"Jul 16, 2020",16-Jul-20,20-Jul,7/22/2020,38,2,3,2,0,0,0,0, Northern Mariana Islands,Other,,,,3634,515,184,12
7/30/2020,MP,7/23/2020,"Jul 23, 2020",23-Jul-20,20-Jul,7/29/2020,40,2,0,2,0,0,0,0, Northern Mariana Islands,Other,,,,5018,1003,199,15
8/6/2020,MP,7/30/2020,"Jul 30, 2020",30-Jul-20,20-Aug,8/5/2020,46,6,4,2,0,0,0,0, Northern Mariana Islands,Other,,,,6479,1384,226,27
8/13/2020,MP,8/6/2020,"Aug 6, 2020",6-Aug-20,20-Aug,8/12/2020,49,3,3,2,0,0,0,0, Northern Mariana Islands,Other,,,,8608,1461,261,35
8/20/2020,MP,8/13/2020,"Aug 13, 2020",13-Aug-20,20-Aug,8/19/2020,54,5,2,2,0,0,0,0, Northern Mariana Islands,Other,,,,11306,2129,311,50
8/27/2020,MP,8/20/2020,"Aug 20, 2020",20-Aug-20,20-Aug,8/26/2020,54,0,5,2,0,0,0,0, Northern Mariana Islands,Other,,,,13934,2698,372,61
9/3/2020,MP,8/27/2020,"Aug 27, 2020",27-Aug-20,20-Sep,9/2/2020,57,3,3,2,0,0,0,0, Northern Mariana Islands,Other,,,,16212,2628,429,57
9/10/2020,MP,9/3/2020,"Sep 3, 2020",3-Sep-20,20-Sep,9/9/2020,59,2,1,2,0,0,0,0, Northern Mariana Islands,Other,,,,18630,2278,473,44
9/17/2020,MP,9/10/2020,"Sep 10, 2020",10-Sep-20,20-Sep,9/16/2020,61,2,0,2,0,0,0,0, Northern Mariana Islands,Other,,,,19805,2418,540,67
9/24/2020,MP,9/17/2020,"Sep 17, 2020",17-Sep-20,20-Sep,9/23/2020,69,8,6,2,0,0,0,0, Northern Mariana Islands,Other,,,,21561,1175,620,80
10/1/2020,MP,9/24/2020,"Sep 24, 2020",24-Sep-20,20-Oct,9/30/2020,70,1,7,2,0,0,0,0, Northern Mariana Islands,Other,,,,24031,1756,675,55
10/8/2020,MP,10/1/2020,"Oct 1, 2020",1-Oct-20,20-Oct,10/7/2020,75,5,4,2,0,0,0,0, Northern Mariana Islands,Other,,,,27877,2470,732,57
10/15/2020,MP,10/8/2020,"Oct 8, 2020",8-Oct-20,20-Oct,10/14/2020,77,2,3,2,0,0,0,0, Northern Mariana Islands,Other,,,,29923,3846,784,52
10/22/2020,MP,10/15/2020,"Oct 15, 2020",15-Oct-20,20-Oct,10/21/2020,88,11,9,2,0,0,0,0, Northern Mariana Islands,Other,,,,32375,2046,825,41
10/29/2020,MP,10/22/2020,"Oct 22, 2020",22-Oct-20,20-Oct,10/28/2020,92,4,7,2,0,0,0,0, Northern Mariana Islands,Other,,,,35107,2452,866,41
11/5/2020,MP,10/29/2020,"Oct 29, 2020",29-Oct-20,20-Nov,11/4/2020,96,4,0,2,0,0,0,0, Northern Mariana Islands,Other,,,,38440,2732,913,47
11/12/2020,MP,11/5/2020,"Nov 5, 2020",5-Nov-20,20-Nov,11/11/2020,100,4,0,2,0,0,0,0, Northern Mariana Islands,Other,,,,42195,3333,958,45
11/19/2020,MP,11/12/2020,"Nov 12, 2020",12-Nov-20,20-Nov,11/18/2020,103,3,1,2,0,0,0,0, Northern Mariana Islands,Other,,,,46389,3755,1017,59
11/26/2020,MP,11/19/2020,"Nov 19, 2020",19-Nov-20,20-Nov,11/25/2020,104,1,2,2,0,0,0,0, Northern Mariana Islands,Other,,,,51826,4194,1096,79
12/3/2020,MP,11/26/2020,"Nov 26, 2020",26-Nov-20,20-Dec,12/2/2020,106,2,1,2,0,0,0,0, Northern Mariana Islands,Other,,,,57059,5437,1186,90
12/10/2020,MP,12/3/2020,"Dec 3, 2020",3-Dec-20,20-Dec,12/9/2020,113,7,5,2,0,0,0,0, Northern Mariana Islands,Other,,,,62327,5233,1281,95
12/17/2020,MP,12/10/2020,"Dec 10, 2020",10-Dec-20,20-Dec,12/16/2020,113,0,7,2,0,0,0,0, Northern Mariana Islands,Other,,,,67816,5268,1357,76
12/24/2020,MP,12/17/2020,"Dec 17, 2020",17-Dec-20,20-Dec,12/23/2020,118,5,5,2,0,0,0,0, Northern Mariana Islands,Other,,,,72799,5489,1456,99
12/31/2020,MP,12/24/2020,"Dec 24, 2020",24-Dec-20,20-Dec,12/30/2020,122,4,1,2,0,0,0,0, Northern Mariana Islands,Other,,,,80154,4983,1569,113
1/7/2021,MP,12/31/2020,"Dec 31, 2020",31-Dec-20,21-Jan,1/6/2021,125,3,1,2,0,0,0,0, Northern Mariana Islands,Other,,,,85756,7355,1649,80
1/14/2021,MP,1/7/2021,"Jan 7, 2021",7-Jan-21,21-Jan,1/13/2021,128,3,0,2,0,0,0,0, Northern Mariana Islands,Other,,,,89516,5602,1737,88
1/21/2021,MP,1/14/2021,"Jan 14, 2021",14-Jan-21,21-Jan,1/20/2021,129,1,2,2,0,0,0,0, Northern Mariana Islands,Other,,,,94559,3760,1829,92
1/28/2021,MP,1/21/2021,"Jan 21, 2021",21-Jan-21,21-Jan,1/27/2021,132,3,2,2,0,0,0,0, Northern Mariana Islands,Other,,,,98688,5043,1886,57
2/4/2021,MP,1/28/2021,"Jan 28, 2021",28-Jan-21,21-Feb,2/3/2021,133,1,2,2,0,0,0,0, Northern Mariana Islands,Other,,,,102619,4129,1956,70
2/11/2021,MP,2/4/2021,"Feb 4, 2021",4-Feb-21,21-Feb,2/10/2021,133,0,1,2,0,0,0,0, Northern Mariana Islands,Other,,,,105180,3931,2016,60
2/18/2021,MP,2/11/2021,"Feb 11, 2021",11-Feb-21,21-Feb,2/17/2021,135,2,2,2,0,0,0,0, Northern Mariana Islands,Other,,,,106952,2561,2059,43
2/25/2021,MP,2/18/2021,"Feb 18, 2021",18-Feb-21,21-Feb,2/24/2021,143,8,6,2,0,0,0,0, Northern Mariana Islands,Other,,,,108909,1772,2097,38
3/4/2021,MP,2/25/2021,"Feb 25, 2021",25-Feb-21,21-Mar,3/3/2021,144,1,7,2,0,0,0,0, Northern Mariana Islands,Other,,,,110120,1957,2173,76
3/11/2021,MP,3/4/2021,"Mar 4, 2021",4-Mar-21,21-Mar,3/10/2021,146,2,1,2,0,0,0,0, Northern Mariana Islands,Other,,,,111456,1211,2211,38
3/18/2021,MP,3/11/2021,"Mar 11, 2021",11-Mar-21,21-Mar,3/17/2021,156,10,8,2,0,0,0,0, Northern Mariana Islands,Other,,,,112722,1336,2231,20
3/25/2021,MP,3/18/2021,"Mar 18, 2021",18-Mar-21,21-Mar,3/24/2021,158,2,8,2,0,0,0,0, Northern Mariana Islands,Other,,,,114087,1266,2246,15
4/1/2021,MP,3/25/2021,"Mar 25, 2021",25-Mar-21,21-Apr,3/31/2021,159,1,1,2,0,0,0,0, Northern Mariana Islands,Other,,,,115796,1365,2264,18
4/8/2021,MP,4/1/2021,"Apr 1, 2021",1-Apr-21,21-Apr,4/7/2021,160,1,0,2,0,0,0,0, Northern Mariana Islands,Other,,,,118349,1709,2280,16
4/15/2021,MP,4/8/2021,"Apr 8, 2021",8-Apr-21,21-Apr,4/14/2021,161,1,0,2,0,0,0,0, Northern Mariana Islands,Other,,,,121626,2553,2305,25
4/22/2021,MP,4/15/2021,"Apr 15, 2021",15-Apr-21,21-Apr,4/21/2021,162,1,0,2,0,0,0,0, Northern Mariana Islands,Other,,,,128863,3277,2346,41
4/29/2021,MP,4/22/2021,"Apr 22, 2021",22-Apr-21,21-Apr,4/28/2021,164,2,1,2,0,0,0,0, Northern Mariana Islands,Other,,,,136332,7237,2403,57
5/6/2021,MP,4/29/2021,"Apr 29, 2021",29-Apr-21,21-May,5/5/2021,168,4,2,2,0,0,0,0, Northern Mariana Islands,Other,,,,141897,7469,2461,58
5/13/2021,MP,5/6/2021,"May 6, 2021",6-May-21,21-May,5/12/2021,170,2,2,2,0,0,0,0, Northern Mariana Islands,Other,,,,145219,5565,2516,55
5/20/2021,MP,5/13/2021,"May 13, 2021",13-May-21,21-May,5/19/2021,176,6,4,2,0,0,0,0, Northern Mariana Islands,Other,,,,147365,3322,2580,64
5/27/2021,MP,5/20/2021,"May 20, 2021",20-May-21,21-May,5/26/2021,181,5,1,2,0,0,0,0, Northern Mariana Islands,Other,,,,148766,2146,2629,49
6/3/2021,MP,5/27/2021,"May 27, 2021",27-May-21,21-Jun,6/2/2021,183,2,3,2,0,0,0,0, Northern Mariana Islands,Other,,,,149953,1401,2657,28
6/10/2021,MP,6/3/2021,"Jun 3, 2021",3-Jun-21,21-Jun,6/9/2021,183,0,2,2,0,0,0,0, Northern Mariana Islands,Other,,,,150719,1187,2681,24
6/17/2021,MP,6/10/2021,"Jun 10, 2021",10-Jun-21,21-Jun,6/16/2021,183,0,0,2,0,0,0,0, Northern Mariana Islands,Other,,,,151260,766,2694,13
6/24/2021,MP,6/17/2021,"Jun 17, 2021",17-Jun-21,21-Jun,6/23/2021,183,0,0,2,0,0,0,0, Northern Mariana Islands,Other,,,,151693,541,2710,16
7/1/2021,MP,6/24/2021,"Jun 24, 2021",24-Jun-21,21-Jul,6/30/2021,183,0,0,2,0,0,0,0, Northern Mariana Islands,Other,,,,152126,433,2715,5
7/8/2021,MP,7/1/2021,"Jul 1, 2021",1-Jul-21,21-Jul,7/7/2021,184,1,1,2,0,0,0,0, Northern Mariana Islands,Other,,,,152490,433,2721,6
7/15/2021,MP,7/8/2021,"Jul 8, 2021",8-Jul-21,21-Jul,7/14/2021,187,3,2,2,0,0,0,0, Northern Mariana Islands,Other,,,,153021,364,2727,6
7/22/2021,MP,7/15/2021,"Jul 15, 2021",15-Jul-21,21-Jul,7/21/2021,188,1,2,2,0,0,0,0, Northern Mariana Islands,Other,,,,153874,531,2735,8
7/29/2021,MP,7/22/2021,"Jul 22, 2021",22-Jul-21,21-Jul,7/28/2021,190,2,1,2,0,0,0,0, Northern Mariana Islands,Other,,,,155344,853,2744,9
