date_updated,state,start_date,legend,curr_date,month,end_date,tot_cases,new_cases,abs_new_cases,tot_deaths,new_deaths,abs_new_deaths,new_historic_cases,new_historic_deaths,state_full,region,abbreviaton_map,states_map,Region_map,region_cumulative_cases,region_new_cases_per_week,region_cumulative_deaths,region_deaths_per_week
12/31/2020,GA,12/24/2020,"Dec 24, 2020",24-Dec-20,20-Dec,12/30/2020,654743,46452,1232,10843,324,27,0,0,Georgia,South,,,,6999440,533591,115642,6348
1/7/2021,GA,12/31/2020,"Dec 31, 2020",31-Dec-20,21-Jan,1/6/2021,713842,59099,12647,11165,322,2,0,0,Georgia,South,,,,7492248,553837,121169,5527
1/14/2021,GA,1/7/2021,"Jan 7, 2021",7-Jan-21,21-Jan,1/13/2021,782296,68454,9355,11804,639,317,0,0,Georgia,South,,,,8128601,492808,127631,6462
1/21/2021,GA,1/14/2021,"Jan 14, 2021",14-Jan-21,21-Jan,1/20/2021,836720,54424,14030,12779,975,336,0,0,Georgia,South,,,,8793660,636353,136249,8618
1/28/2021,GA,1/21/2021,"Jan 21, 2021",21-Jan-21,21-Jan,1/27/2021,885605,48885,5539,13646,867,108,0,0,Georgia,South,,,,9369227,665059,144945,8696
2/4/2021,GA,1/28/2021,"Jan 28, 2021",28-Jan-21,21-Feb,2/3/2021,922357,36752,12133,14587,941,74,0,0,Georgia,South,,,,9854161,575567,154338,9393
2/11/2021,GA,2/4/2021,"Feb 4, 2021",4-Feb-21,21-Feb,2/10/2021,950908,28551,8201,15422,835,106,0,0,Georgia,South,,,,10267894,484934,163646,9308
2/18/2021,GA,2/11/2021,"Feb 11, 2021",11-Feb-21,21-Feb,2/17/2021,973250,22342,6209,16272,850,15,0,0,Georgia,South,,,,10607382,413733,171706,8060
2/25/2021,GA,2/18/2021,"Feb 18, 2021",18-Feb-21,21-Feb,2/24/2021,994055,20805,1537,17060,788,62,0,0,Georgia,South,,,,10849186,339488,177590,5884
3/4/2021,GA,2/25/2021,"Feb 25, 2021",25-Feb-21,21-Mar,3/3/2021,1014496,20441,364,17616,556,232,0,0,Georgia,South,,,,11046161,241804,183508,5918
3/11/2021,GA,3/4/2021,"Mar 4, 2021",4-Mar-21,21-Mar,3/10/2021,1028361,13865,6576,18018,402,154,0,0,Georgia,South,,,,11243370,196975,189858,6350
3/18/2021,GA,3/11/2021,"Mar 11, 2021",11-Mar-21,21-Mar,3/17/2021,1038468,10107,3758,18352,334,68,0,0,Georgia,South,,,,11393564,197209,194084,4226
3/25/2021,GA,3/18/2021,"Mar 18, 2021",18-Mar-21,21-Mar,3/24/2021,1049383,10915,808,18657,305,29,0,0,Georgia,South,,,,11531756,150194,197462,3378
4/1/2021,GA,3/25/2021,"Mar 25, 2021",25-Mar-21,21-Apr,3/31/2021,1059551,10168,747,19051,394,89,0,0,Georgia,South,,,,11666476,138192,200621,3159
4/8/2021,GA,4/1/2021,"Apr 1, 2021",1-Apr-21,21-Apr,4/7/2021,1068196,8645,1523,19296,245,149,0,0,Georgia,South,,,,11803656,134720,203196,2575
4/15/2021,GA,4/8/2021,"Apr 8, 2021",8-Apr-21,21-Apr,4/14/2021,1078377,10181,1536,19589,293,48,0,0,Georgia,South,,,,11935259,137180,207040,3844
4/22/2021,GA,4/15/2021,"Apr 15, 2021",15-Apr-21,21-Apr,4/21/2021,1087792,9415,766,19812,223,70,0,0,Georgia,South,,,,12080995,131603,208920,1880
4/29/2021,GA,4/22/2021,"Apr 22, 2021",22-Apr-21,21-Apr,4/28/2021,1097234,9442,27,20071,259,36,0,0,Georgia,South,,,,12227214,145736,210765,1845
5/6/2021,GA,4/29/2021,"Apr 29, 2021",29-Apr-21,21-May,5/5/2021,1105775,8541,901,20236,165,94,0,0,Georgia,South,,,,12355918,146219,212636,1871
5/13/2021,GA,5/6/2021,"May 6, 2021",6-May-21,21-May,5/12/2021,1112163,6388,2153,20385,149,16,0,0,Georgia,South,,,,12475623,128704,214321,1685
5/20/2021,GA,5/13/2021,"May 13, 2021",13-May-21,21-May,5/19/2021,1117337,5174,1214,20514,129,20,0,0,Georgia,South,,,,12571486,119705,215863,1542
5/27/2021,GA,5/20/2021,"May 20, 2021",20-May-21,21-May,5/26/2021,1121313,3976,1198,20705,191,62,0,0,Georgia,South,,,,12657334,95863,217326,1463
6/3/2021,GA,5/27/2021,"May 27, 2021",27-May-21,21-Jun,6/2/2021,1124411,3098,878,20858,153,38,0,0,Georgia,South,,,,12720639,85848,219124,1798
6/10/2021,GA,6/3/2021,"Jun 3, 2021",3-Jun-21,21-Jun,6/9/2021,1127110,2699,399,21029,171,18,0,0,Georgia,South,,,,12771783,63305,221039,1915
6/17/2021,GA,6/10/2021,"Jun 10, 2021",10-Jun-21,21-Jun,6/16/2021,1129650,2540,159,21219,190,19,0,0,Georgia,South,,,,12814617,51144,221963,924
6/24/2021,GA,6/17/2021,"Jun 17, 2021",17-Jun-21,21-Jun,6/23/2021,1131949,2299,241,21334,115,75,0,0,Georgia,South,,,,12854994,42834,223070,1107
7/1/2021,GA,6/24/2021,"Jun 24, 2021",24-Jun-21,21-Jul,6/30/2021,1134570,2621,322,21408,74,41,0,0,Georgia,South,,,,12894100,40377,223988,918
7/8/2021,GA,7/1/2021,"Jul 1, 2021",1-Jul-21,21-Jul,7/7/2021,1137562,2992,371,21456,48,26,0,0,Georgia,South,,,,12941838,39106,224770,782
7/15/2021,GA,7/8/2021,"Jul 8, 2021",8-Jul-21,21-Jul,7/14/2021,1143527,5965,2973,21521,65,17,0,0,Georgia,South,,,,13019942,47738,225543,773
7/22/2021,GA,7/15/2021,"Jul 15, 2021",15-Jul-21,21-Jul,7/21/2021,1153068,9541,3576,21588,67,2,0,0,Georgia,South,,,,13180869,78104,226372,829
7/29/2021,GA,7/22/2021,"Jul 22, 2021",22-Jul-21,21-Jul,7/28/2021,1171232,18164,8623,21652,64,3,0,0,Georgia,South,,,,13336601,160927,227369,997
8/5/2021,GA,7/29/2021,"Jul 29, 2021",29-Jul-21,21-Aug,8/4/2021,1199629,28397,10233,21733,81,17,0,0,Georgia,South,,,,13607852,155732,228644,1275
8/12/2021,GA,8/5/2021,"Aug 5, 2021",5-Aug-21,21-Aug,8/11/2021,1238384,38755,10358,21893,160,79,0,0,Georgia,South,,,,14012641,271251,230341,1697
8/19/2021,GA,8/12/2021,"Aug 12, 2021",12-Aug-21,21-Aug,8/18/2021,1287667,49283,10528,22101,208,48,0,0,Georgia,South,,,,14510030,404789,233423,3082
8/26/2021,GA,8/19/2021,"Aug 19, 2021",19-Aug-21,21-Aug,8/25/2021,1348021,60354,11071,22399,298,90,0,0,Georgia,South,,,,15096917,497389,237305,3882
9/2/2021,GA,8/26/2021,"Aug 26, 2021",26-Aug-21,21-Sep,9/1/2021,1413284,65263,4909,22869,470,172,0,0,Georgia,South,,,,15702314,586887,242200,4895
9/9/2021,GA,9/2/2021,"Sep 2, 2021",2-Sep-21,21-Sep,9/8/2021,1468410,55126,10137,23396,527,57,0,0,Georgia,South,,,,16370261,605397,248850,6650
9/16/2021,GA,9/9/2021,"Sep 9, 2021",9-Sep-21,21-Sep,9/15/2021,1513670,45260,9866,24263,867,340,0,0,Georgia,South,,,,16990894,667947,256045,7195
9/23/2021,GA,9/16/2021,"Sep 16, 2021",16-Sep-21,21-Sep,9/22/2021,1548684,35014,10246,25129,866,1,0,0,Georgia,South,,,,17533260,620633,264888,8843
9/30/2021,GA,9/23/2021,"Sep 23, 2021",23-Sep-21,21-Sep,9/29/2021,1573836,25152,9862,25927,798,68,0,0,Georgia,South,,,,17951797,542366,274216,9328
10/7/2021,GA,9/30/2021,"Sep 30, 2021",30-Sep-21,21-Oct,10/6/2021,1593680,19844,5308,26819,892,94,0,0,Georgia,South,,,,18297141,418537,282876,8660
10/14/2021,GA,10/7/2021,"Oct 7, 2021",7-Oct-21,21-Oct,10/13/2021,1611693,18013,1831,27429,610,282,0,0,Georgia,South,,,,18556284,345344,290473,7597
10/21/2021,GA,10/14/2021,"Oct 14, 2021",14-Oct-21,21-Oct,10/20/2021,1622376,10683,7330,28235,806,196,0,0,Georgia,South,,,,18764215,259143,296753,6280
10/28/2021,GA,10/21/2021,"Oct 21, 2021",21-Oct-21,21-Oct,10/27/2021,1631347,8971,1712,28851,616,190,0,0,Georgia,South,,,,18922386,207931,303593,6840
11/4/2021,GA,10/28/2021,"Oct 28, 2021",28-Oct-21,21-Nov,11/3/2021,1638605,7258,1713,29310,459,157,0,0,Georgia,South,,,,19062649,158171,308133,4540
11/11/2021,GA,11/4/2021,"Nov 4, 2021",4-Nov-21,21-Nov,11/10/2021,1644995,6390,868,29746,436,23,0,0,Georgia,South,,,,19176574,140263,311955,3822
11/18/2021,GA,11/11/2021,"Nov 11, 2021",11-Nov-21,21-Nov,11/17/2021,1651954,6959,569,30027,281,155,0,0,Georgia,South,,,,19288735,113925,315298,3343
11/25/2021,GA,11/18/2021,"Nov 18, 2021",18-Nov-21,21-Nov,11/24/2021,1659480,7526,567,30353,326,45,0,0,Georgia,South,,,,19409404,112161,317985,2687
12/2/2021,GA,11/25/2021,"Nov 25, 2021",25-Nov-21,21-Dec,12/1/2021,1666106,6626,900,30565,212,114,0,0,Georgia,South,,,,19534646,120669,320674,2689
12/9/2021,GA,12/2/2021,"Dec 2, 2021",2-Dec-21,21-Dec,12/8/2021,1675444,9338,2712,30751,186,26,0,0,Georgia,South,,,,19657618,125242,322833,2159
12/16/2021,GA,12/9/2021,"Dec 9, 2021",9-Dec-21,21-Dec,12/15/2021,1686326,10882,1544,30899,148,38,0,0,Georgia,South,,,,19836534,122972,325272,2439
12/23/2021,GA,12/16/2021,"Dec 16, 2021",16-Dec-21,21-Dec,12/22/2021,1714092,27766,16884,31120,221,73,0,0,Georgia,South,,,,20017299,178916,327603,2331
12/30/2021,GA,12/23/2021,"Dec 23, 2021",23-Dec-21,21-Dec,12/29/2021,1792021,77929,50163,31353,233,12,0,0,Georgia,South,,,,20325209,180765,331900,4297
1/6/2022,GA,12/30/2021,"Dec 30, 2021",30-Dec-21,22-Jan,1/5/2022,1928942,136921,58992,31520,167,66,0,0,Georgia,South,,,,21018815,307910,335484,3584
1/13/2022,GA,1/6/2022,"Jan 6, 2022",6-Jan-22,22-Jan,1/12/2022,2010073,81131,55790,31743,223,56,0,0,Georgia,South,,,,22665158,693606,338048,2564
1/20/2022,GA,1/13/2022,"Jan 13, 2022",13-Jan-22,22-Jan,1/19/2022,2123928,113855,32724,31743,0,223,0,0,Georgia,South,,,,24547365,1646343,341544,3496
1/27/2022,GA,1/20/2022,"Jan 20, 2022",20-Jan-22,22-Jan,1/26/2022,2306025,182097,68242,32602,859,859,0,0,Georgia,South,,,,26646985,1882207,345881,4337
2/3/2022,GA,1/27/2022,"Jan 27, 2022",27-Jan-22,22-Feb,2/2/2022,2386300,80275,101822,33162,560,299,0,0,Georgia,South,,,,28435164,2099620,351804,5923
